LS_CLevels,224,288,001889EF,0,1,1,4294967295,0,0
LS_SLevels,384,288,002C9541,0,1,1,4294967295,0,0
LS_ALevels,304,288,0026883D,0,1,1,4294967295,0,0
LS_Cream,224,192,00155E37,0,1,1,4294967295,0,0
LS_Amy,304,188,00278E79,0,1,1,4294967295,0,0
LS_Sally,384,189,0017C48B,0,1,1,4294967295,0,0
LS_Checker1,224,192,00159797,0,1,1,4294967295,0,0
LS_UpArrows,224,192,0037E8A3,0,1,1,4294967295,0,0
LS_SideArrows,224,192,003DE63E,0,1,1,4294967295,0,0
LS_Survived,224,216,0015E582,0,1,1,4294967295,0,0
LS_Survived,304,216,00403258,0,1,1,4294967295,0,0
LS_Survived,384,216,001C7E2F,0,1,1,4294967295,0,0
Solid_Line,480,240,000DF0FE,0,1,1,4294967295,0,0
Solid_Line,480,144,003F6F0D,0,1,1,4294967295,0,0
Solid_Line,480,336,00157D0E,0,1,1,4294967295,0,0
Solid_Line,128,336,00306341,0,1,1,4294967295,0,0
Solid_Line,128,240,001DD4F8,0,1,1,4294967295,0,0
Solid_Line,128,144,001BB9CE,0,1,1,4294967295,0,0
