RI_RangleSpring1,5712,4096,000A250C,0,1,1,4294967295,0,0
RI_LangleSpring1,5920,3984,0004BBA9,0,1,1,4294967295,0,0
RI_RangleSpring1,5712,3872,0027AAE2,0,1,1,4294967295,0,0
RI_LangleSpring1,5920,3776,0036C60C,0,1,1,4294967295,0,0
RI_RangleSpring1,3152,4784,00160E42,0,1,1,4294967295,0,0
RI_LangleSpring1,3344,4672,001129C9,0,1,1,4294967295,0,0
RI_RangleSpring1,3152,4576,003B7955,0,1,1,4294967295,0,0
RI_LangleSpring1,3344,4480,00088F8F,0,1,1,4294967295,0,0
RI_LangleSpring1,9536,3040,0027F3A3,0,1,1,4294967295,0,1
RI_RangleSpring1,9376,2928,00387D9A,0,1,1,4294967295,0,1
RI_LangleSpring1,9536,2832,0016DC94,0,1,1,4294967295,0,1
RI_RangleSpring1,9376,2720,00206C09,0,1,1,4294967295,0,1
RI_LangleSpring1,9536,2624,0018B765,0,1,1,4294967295,0,1
RI_RangleSpring1,9376,2512,001263F5,0,1,1,4294967295,0,0
RI_LangleSpring1,4312,2984,002942E2,0,1,1,4294967295,0,0
RI_RangleSpring1,4192,2824,0028315D,0,1,1,4294967295,0,0
RI_LangleSpring1,4400,2704,00291BA7,0,1,1,4294967295,0,0
RI_Ground,0,5008,003501D1,0,1,1,4294967295,0,0
RI_Ground,256,5008,002D5E85,0,1,1,4294967295,0,0
RI_Ground,512,5008,00047AC9,0,1,1,4294967295,0,0
RI_Ground,768,5056,00354564,0,1,1,4294967295,0,0
RI_Ground,1024,5056,00149826,0,1,1,4294967295,0,0
RI_Ground,1280,5104,0020485E,0,1,1,4294967295,0,0
RI_Ground,1536,5104,001F471E,0,1,1,4294967295,0,0
RI_Ground,1792,5152,00149E5F,0,1,1,4294967295,0,0
RI_Ground,2048,5200,003F54A7,0,1,1,4294967295,0,0
RI_Ground,2304,5248,002C06FA,0,1,1,4294967295,0,0
RI_Ground,2624,5776,0037C078,0,1,1,4294967295,0,0
RI_Ground,2880,5776,001BED3C,0,1,1,4294967295,0,0
RI_Ground,3136,5760,003E977C,0,1,1,4294967295,0,0
RI_Ground,2112,5872,00252C2B,0,1,1,4294967295,0,0
RI_Ground,3392,5760,0015EFA8,0,1,1,4294967295,0,0
RI_Ground,3648,5760,0006B5BF,0,1,1,4294967295,0,0
RI_Ground,3152,5248,00098386,0,1,1,4294967295,0,0
RI_Ground,3408,5248,000C2436,0,1,1,4294967295,0,0
RI_Ground,3664,5248,000B0646,0,1,1,4294967295,0,0
RI_Ground,3920,5248,00232E5A,0,1,1,4294967295,0,0
RI_Ground,3904,5536,0036788B,0,1,1,4294967295,0,0
RI_Ground,4160,5536,000F8773,0,1,1,4294967295,0,0
RI_Ground,4416,5584,00381B14,0,1,1,4294967295,0,0
RI_Ground,4672,5632,0022A490,0,1,1,4294967295,0,0
RI_Ground,4928,5680,002DA39D,0,1,1,4294967295,0,0
RI_Ground,5184,5680,001E7F08,0,1,1,4294967295,0,0
