backRI_Trees,944,272,0,0,71,156,0,1,1,4294967295
backRI_Trees,1136,288,0,0,71,156,0,1,1,4294967295
backRI_Flower1,1088,352,0,0,32,77,0,1,1,4294967295
backRI_Flower1,1040,352,0,0,32,77,0,1,1,4294967295
backRI_Flower1,1312,352,0,0,32,77,0,1,1,4294967295
backRI_Flower2,1408,368,0,0,31,51,0,1,1,4294967295
backRI_Trees,1728,272,0,0,71,156,0,1,1,4294967295
backRI_Trees,1984,288,0,0,71,156,0,1,1,4294967295
backRI_Trees,2240,272,0,0,71,156,0,1,1,4294967295
backRI_Trees,2480,272,0,0,71,156,0,1,1,4294967295
backRI_Trees,2752,304,0,0,71,156,0,1,1,4294967295
backRI_Trees,3184,288,0,0,71,156,0,1,1,4294967295
backRI_Trees,3440,272,0,0,71,156,0,1,1,4294967295
backRI_Trees,3696,304,0,0,71,156,0,1,1,4294967295
backRI_Trees,3920,272,0,0,71,156,0,1,1,4294967295
backRI_Flower1,1904,352,0,0,32,77,0,1,1,4294967295
backRI_Flower1,2096,352,0,0,32,77,0,1,1,4294967295
backRI_Flower1,2128,368,0,0,32,77,0,1,1,4294967295
backRI_Flower1,2608,352,0,0,32,77,0,1,1,4294967295
backRI_Flower1,2864,352,0,0,32,77,0,1,1,4294967295
backRI_Flower1,3312,352,0,0,32,77,0,1,1,4294967295
backRI_Flower1,3152,352,0,0,32,77,0,1,1,4294967295
backRI_Flower1,3008,352,0,0,32,77,0,1,1,4294967295
backRI_Flower1,3904,352,0,0,32,77,0,1,1,4294967295
backRI_Flower2,3584,368,0,0,31,51,0,1,1,4294967295
backRI_Flower2,3376,368,0,0,31,51,0,1,1,4294967295
backRI_Flower2,3088,368,0,0,31,51,0,1,1,4294967295
backRI_Flower2,2832,368,0,0,31,51,0,1,1,4294967295
backRI_Flower2,2432,368,0,0,31,51,0,1,1,4294967295
backRI_Flower2,2320,368,0,0,31,51,0,1,1,4294967295
backRI_Flower2,1856,368,0,0,31,51,0,1,1,4294967295
