backRI_Tile,4960,562,0,0,256,68,0,1,1,4294967295
backRI_Tile,4960,499,0,0,256,68,0,1,1,4294967295
backRI_Tile,4960,626,0,0,256,68,0,1,1,4294967295
backRI_Tile,4960,690,0,0,256,68,0,1,1,4294967295
backRI_Tile,4960,755,0,0,256,68,0,1,1,4294967295
backRI_Tile,4960,820,0,0,256,68,0,1,1,4294967295
backRI_Tile,4960,886,0,0,256,68,0,1,1,4294967295
backRI_Tile,4960,950,0,0,256,68,0,1,1,4294967295
backRI_Tile,5808,514,0,0,256,68,0,1,1,4294967295
backRI_Tile,5808,578,0,0,256,68,0,1,1,4294967295
backRI_Tile,5808,643,0,0,256,68,0,1,1,4294967295
backRI_Tile,5808,709,0,0,256,68,0,1,1,4294967295
backRI_Tile,5808,773,0,0,256,68,0,1,1,4294967295
backRI_Tile,5808,835,0,0,256,68,0,1,1,4294967295
backRI_Tile,5808,898,0,0,256,68,0,1,1,4294967295
backRI_Tile,5808,963,0,0,256,68,0,1,1,4294967295
backRI_Tile,0,720,0,0,256,68,0,1,1,4294967295
backRI_Tile,256,720,0,0,256,68,0,1,1,4294967295
backRI_Tile,496,720,0,0,256,68,0,1,1,4294967295
backRI_Tile,0,785,0,0,256,68,0,1,1,4294967295
backRI_Tile,256,785,0,0,256,68,0,1,1,4294967295
backRI_Tile,608,784,0,0,256,68,0,1,1,4294967295
backRI_Tile,400,784,0,0,256,68,0,1,1,4294967295
backRI_Tile,864,848,0,0,256,68,0,1,1,4294967295
backRI_Tile,608,848,0,0,256,68,0,1,1,4294967295
backRI_Tile,608,913,0,0,256,68,0,1,1,4294967295
backRI_Tile,864,913,0,0,256,68,0,1,1,4294967295
backRI_Tile,1120,913,0,0,256,68,0,1,1,4294967295
backRI_Tile,1376,897,0,0,256,68,0,1,1,4294967295
backRI_Tile,1376,913,0,0,256,68,0,1,1,4294967295
backRI_Tile,1632,897,0,0,256,68,0,1,1,4294967295
backRI_Tile,1632,913,0,0,256,68,0,1,1,4294967295
backRI_Tile,1888,808,0,0,256,68,0,1,1,4294967295
backRI_Tile,1888,873,0,0,256,68,0,1,1,4294967295
backRI_Tile,1888,922,0,0,256,68,0,1,1,4294967295
backRI_Tile,2144,722,0,0,256,68,0,1,1,4294967295
backRI_Tile,2144,786,0,0,256,68,0,1,1,4294967295
backRI_Tile,2144,850,0,0,256,68,0,1,1,4294967295
backRI_Tile,2144,914,0,0,256,68,0,1,1,4294967295
backRI_Tile,2400,642,0,0,256,68,0,1,1,4294967295
backRI_Tile,2400,706,0,0,256,68,0,1,1,4294967295
backRI_Tile,2400,770,0,0,256,68,0,1,1,4294967295
backRI_Tile,2400,835,0,0,256,68,0,1,1,4294967295
backRI_Tile,2400,899,0,0,256,68,0,1,1,4294967295
backRI_Tile,2656,642,0,0,256,68,0,1,1,4294967295
backRI_Tile,2656,706,0,0,256,68,0,1,1,4294967295
backRI_Tile,2656,771,0,0,256,68,0,1,1,4294967295
backRI_Tile,2656,837,0,0,256,68,0,1,1,4294967295
backRI_Tile,2656,887,0,0,256,68,0,1,1,4294967295
backRI_Tile,2912,643,0,0,256,68,0,1,1,4294967295
backRI_Tile,2912,707,0,0,256,68,0,1,1,4294967295
backRI_Tile,2912,772,0,0,256,68,0,1,1,4294967295
backRI_Tile,2912,836,0,0,256,68,0,1,1,4294967295
backRI_Tile,2912,884,0,0,256,68,0,1,1,4294967295
backRI_Tile,3168,579,0,0,256,68,0,1,1,4294967295
backRI_Tile,3168,644,0,0,256,68,0,1,1,4294967295
backRI_Tile,3168,708,0,0,256,68,0,1,1,4294967295
backRI_Tile,3168,772,0,0,256,68,0,1,1,4294967295
backRI_Tile,3168,839,0,0,256,68,0,1,1,4294967295
backRI_Tile,3424,578,0,0,256,68,0,1,1,4294967295
backRI_Tile,3424,642,0,0,256,68,0,1,1,4294967295
backRI_Tile,3424,706,0,0,256,68,0,1,1,4294967295
backRI_Tile,3424,771,0,0,256,68,0,1,1,4294967295
backRI_Tile,3424,836,0,0,256,68,0,1,1,4294967295
backRI_Tile,3680,643,0,0,256,68,0,1,1,4294967295
backRI_Tile,3936,643,0,0,256,68,0,1,1,4294967295
backRI_Tile,3680,709,0,0,256,68,0,1,1,4294967295
